,2W,2R_B,2L_B,2L_F,1test
2022/05/08 12:20:54,2091.956001518104,5740.713772725069,6749.76604850735,1520.9467345340272,8929.21858710413
2022/05/08 12:20:56,2091.3161766121752,5734.888799156982,6743.475528866734,1520.0496394335828,8921.358534862724
2022/05/08 12:20:58,2090.6763517062464,5728.997953513006,6737.1850092261175,1519.1622953668389,8913.209583362763
2022/05/08 12:21:00,2090.0365268003175,5722.900081344798,6730.798304269896,1518.2749513000947,8904.861390994833
2022/05/08 12:21:02,2089.3967018943886,5716.67046502481,6724.363506655872,1517.3973582670515,8896.32391980233
2022/05/08 12:21:04,2088.7568769884597,5710.356156035818,6717.822905194679,1516.5197652340078,8887.686828175843
2022/05/08 12:21:06,2088.2043009333393,5704.041847046826,6711.253448138807,1515.6909273694669,8878.960078158769
2022/05/08 12:21:07,2087.7195850955145,5697.652255685388,6704.645516956692,1514.9595998419304,8870.233328141696
2022/05/08 12:21:09,2087.2348692576898,5691.206202544612,6698.027967243016,1514.2770274828965,8861.436843820833
2022/05/08 12:21:11,2086.750153419865,5684.703687624503,6691.016057735356,1513.5944551238626,8852.540739065986
2022/05/08 12:21:13,2086.2654375820402,5678.201172704395,6684.004148227697,1512.9118827648288,8843.554975920551
2022/05/08 12:21:15,2085.7807217442155,5671.613965115282,6676.982620188478,1512.229310405795,8834.389895993945
2022/05/08 12:21:17,2085.2960059063903,5665.017347229614,6669.961092149258,1511.5467380467612,8825.165043806948
2022/05/08 12:21:19,2084.811290068565,5658.354857268055,6662.920327046917,1510.8641656877273,8815.880419359559
2022/05/08 12:21:20,2084.3265742307403,5651.6359055271605,6655.860324881454,1510.1815933286932,8806.565908781975
